queue_no,registry_key,title,source,author,year,legacy_category,target_category,domain_scope,authority_tier_candidate,target_authority_level_if_approved,review_bucket,planned_import_stage,target_table_plan,reviewer_roles_required,minimum_checks,blocking_flags,human_decision_required,initial_review_status,approval_decision,reference_document_status_on_import,knowledge_document_status_on_import,is_chat_eligible,chat_priority,supabase_dml_status,origin,origin_file,content_preview
104,d621e0e84347,الموافقات في أصول الشريعة - الشاطبي,,أبو إسحاق إبراهيم بن موسى الشاطبي,790,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'الموافقات' للإمام أبي إسحاق الشاطبي (توفي 790هـ) من أهم الكتب في علم مقاصد الشريعة وأصول الفقه. يُعد هذا الكتاب مرجعاً أساسياً لفهم المقاصد الشرعية والقواعد الكلية التي تحكم الاجتهاد الفقهي.

يتناول الكتاب المقاصد الشرعية الخمسة (حفظ الدين، والنفس، والعقل، والنسل، والمال)، وكيفية تطبيقها في الاجتهاد الفقهي. كما يعرض القواعد الأصولية التي يُبنى عليها الفقه الإسلامي، مثل: قاعدة المصالح المرسلة، وقاعدة سد الذرائع، وقاعدة العرف، وقاعدة الاستحسان.

في مجال الأوقاف، يُعد كتاب الموافقات مرجعاً مهماً لفهم المقاصد الشرعية من الوقف، وهي: حفظ المال (من خلال استثمار الوقف)، وتحقيق المصلحة العامة (من"
105,0ae0b2e01b8a,الوقف الأهلي - التعريف والأحكام,الفقه الإسلامي - أنواع الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,الوقف الأهلي هو ما وقف على الذرية والأقارب ثم على جهة بر، وله أحكام خاصة في الإدارة والتوزيع.
106,34cb50574f2c,الوقف المؤقت - حكمه,الفقه المقارن - الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,اختلف الفقهاء في جواز الوقف المؤقت، فأجازه المالكية ومنعه الجمهور، واشترطوا التأبيد في الوقف.
107,534fdbfb7512,الوقف المشترك - الأحكام,الفقه الإسلامي - أحكام الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,يجوز أن يشترك أكثر من واحد في وقف عين واحدة، ولكل منهم نصيبه في الثواب والأجر.
108,86bbeef97e93,الوقف على المساجد - الفضل والأحكام,الفقه الإسلامي - فضائل الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,الوقف على المساجد من أفضل أنواع الوقف، ويشمل بناء المساجد والإنفاق على صيانتها وخدمتها.
109,1afbba77ead2,الوقف على النفس - الخلاف الفقهي,الفقه المقارن - الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,اختلف الفقهاء في جواز الوقف على النفس، فأجازه الحنفية والحنابلة، ومنعه المالكية والشافعية.
110,e07d99d1e7b7,الوقف على غير المسلمين - الحكم,الفقه الإسلامي - أحكام الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,يجوز الوقف على غير المسلمين في أمور البر كالفقراء والمرضى، ولا يجوز على الكنائس والبيع.
111,149e68c235b4,دور الوقف في المجتمع الإسلامي المعاصر - يوسف القرضاوي,,يوسف القرضاوي,2008,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification;source_missing_blocker,missing_source;needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'دور الوقف في المجتمع الإسلامي المعاصر' للشيخ الدكتور يوسف القرضاوي من الدراسات المهمة التي تعرض رؤية معاصرة لدور الوقف في التنمية الشاملة. نُشر الكتاب عام 2008م.

يتناول الكتاب الوقف من منظور شامل، حيث يعرض: الأساس الشرعي للوقف، الدور التاريخي للوقف في الحضارة الإسلامية، الدور المعاصر للوقف في التنمية، والرؤية المستقبلية للوقف.

من أهم أفكار الكتاب:
1. الوقف أداة للتكافل الاجتماعي: يساهم الوقف في سد حاجات الفقراء والمحتاجين دون إذلال أو منّة.
2. الوقف أداة للتنمية الاقتصادية: يوفر الوقف موارد مستدامة للمشاريع التنموية.
3. الوقف أداة للتنمية التعليمية: يساهم الوقف في بناء المدارس والجامعا"
112,7fb3fe1e7aa7,شرط الواقف - الالتزام به,القواعد الفقهية - الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,شرط الواقف كنص الشارع في اللزوم، فيجب الالتزام بشروط الواقف ما لم تخالف الشرع.
113,89d3f402f0ae,شروط الموقوف - الفقه الإسلامي,الفقه الإسلامي العام,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,يشترط في الموقوف أن يكون مالاً متقوماً يمكن الانتفاع به مع بقاء عينه، كالعقار والحيوان والكتب.
114,445ef75ca622,فتاوى الوقف - سليمان الجاسر,https://khair.ws/library/7239/,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"كتاب فتاوى الوقف من تأليف سليمان بن جاسر الجاسر، نشره مركز واقف - مدار الوطن للنشر، الطبعة السادسة 1436 هـ.

موضوعات الكتاب:
- أحكام الوقف المعاصرة
- فتاوى متعلقة بإدارة الأوقاف
- أحكام استبدال الوقف
- أحكام ناظر الوقف
- أحكام الوقف الذري والوقف الخيري

يتناول الكتاب المسائل الفقهية المعاصرة المتعلقة بالوقف، ويجيب على الأسئلة الشائعة حول إدارة الأوقاف واستثمارها."
115,cacb0b52d90d,نظارة الوقف - الشروط والأحكام,الفقه الإسلامي - أحكام الوقف,,,فقهي,jurisprudence,fiqh,review_required_candidate,unverified,P4_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;triage_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,للواقف أن يشترط النظارة لنفسه أو لغيره، وللناظر أن يتقاضى أجرة على عمله بقدر المعروف إن لم يشترط الواقف.
116,4d060fb9b46b,الوقف على المسجد الأقصى,https://ar.wikipedia.org/wiki/الوقف_على_المسجد_الأقصى,,,تاريخي,historical,historical,review_required_public_web_candidate,unverified,P4_PUBLIC_WEB_TRIAGE_REQUIRED,stage_04_triage_only_no_import,assistant.reference_documents_review_queue_only,knowledge_admin;source_verification_reviewer,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;manual_triage_required;no_import_without_reclassification,needs_reclassification_before_import,yes,pending_human_approval,pending,not_imported_triage_or_hold,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"يعود أول وقف على المسجد الأقصى إلى عهد الصحابة، فقد بُني المسجد الأقصى بناءً بسيطاً من الخشب في عهد عمر بن الخطاب عقب زيارته للقدس بعد الفتح الإسلامي.

أهم الأوقاف التاريخية:
1. وقف عمر بن الخطاب: أول وقف على المسجد الأقصى
2. أوقاف صلاح الدين الأيوبي: بعد تحرير القدس عام 1187م
3. أوقاف المماليك: في القرنين 13-15 الميلادي
4. أوقاف العثمانيين: من القرن 16 حتى القرن 20

الأهمية: الوقف على المسجد الأقصى من أقدس الأوقاف الإسلامية، ويشمل المسجد نفسه والعقارات المحيطة به."
117,24c742afa5df,Mind the Gap: An Archaeological View of Land Tenure and Usufruct Rights Around Jerusalem,https://www.jstor.org/stable/jj.31872240.3,"O Ze'evi-Berger, N Ben-Melech, B Walker, N Porat",,historical,historical,historical,supporting_reference_candidate,reference,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,historical_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_historical_not_binding;verify_archive_or_publisher_reliability,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,دراسة أثرية تتناول حقوق حيازة الأراضي واستخدامها حول القدس في العصرين المملوكي والعثماني. تحلل سجلات الضرائب في سنجق القدس في القرن الثامن عشر.
118,ffdfce459c9f,متصرفية القدس أواخر العهد العثماني,,عبد العزيز عوض,,historical,historical,historical,supporting_reference_candidate,reference,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,historical_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_historical_not_binding;verify_archive_or_publisher_reliability;source_missing_blocker,missing_source,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_success_insert_query,db-query-error-1767974642436.json,دراسة تاريخية شاملة لمتصرفية القدس في نهاية العهد العثماني، تغطي الوضع الإداري والاجتماعي والاقتصادي في القدس قبل الانتداب البريطاني. الكتاب متاح للتحميل المجاني على Internet Archive بحجم 32.5 ميجابايت.
119,9498f1f1ce77,المبسوط للسرخسي - كتاب الوقف,https://shamela.ws/book/5423/2508,,,jurisprudence,jurisprudence,fiqh,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767967445194.json,
120,2d3a06a7ab8f,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",https://link.springer.com/chapter/10.1007/978-3-319-50998-3_8,R Kark,2017,law,law,waqf_law,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,دراسة تحلل تأثيرات قانون الأراضي العثماني على العمليات الزراعية وعمليات الخصخصة في فلسطين خلال الفترة من 1858 إلى 1918. نشرت في Springer وحصلت على 33 استشهاداً أكاديمياً.
121,22d6e77b5c9d,Land privatization in nineteenth-century Ottoman Palestine,https://brill.com/view/journals/ils/22/3/article-p221_2.xml,"N Solomonovich, R Kark",2015,law,law,waqf_law,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,دراسة منشورة في Islamic Law and Society تحلل عملية خصخصة الأراضي في فلسطين العثمانية في القرن التاسع عشر. استخدمت وثائق ومراسلات القنصلية الألمانية في القدس. حصلت على 22 استشهاداً.
122,4975fa5e8e6d,Land registry maps in Palestine during the Ottoman period,https://www.tandfonline.com/doi/pdf/10.1179/caj.1984.21.1.30,"R Kark, H Gerber",1984,law,law,waqf_law,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/jerusalem_land_references.json,دراسة رائدة منشورة في The Cartographic Journal تتناول خرائط تسجيل الأراضي في فلسطين خلال الفترة العثمانية. تحلل سجلات الأراضي والمجلس الإداري لمنطقة القدس. حصلت على 20 استشهاداً.
123,a0224849ca3f,تسوية وتسجيل الأراضي في القدس الشرقية: الإشكاليات، التحديات والإسقاطات,,راسم محيي الدين خمايسي,2020,law,law,waqf_law,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use;source_missing_blocker,missing_source,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_success_insert_query,db-query-error-1767974642436.json,دراسة تناقش الوضع المعقد والإشكال القائم بشأن تسوية الأراضي وتسجيلها في القدس الشرقية، وكذلك الآثار والعواقب. تقترح مبادئ وتوجيهات عامة للسياسات والأدوات لتمكين تسوية الأراضي.
124,9f7b05b16f40,"Consequences of the Ottoman land law: Agrarian and privatization processes in Palestine, 1858–1918",Springer,,,reference,reference,public_info,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767972509854.json,
125,49bb88c18d9e,الوقف كأداة لزيادة القوة السياسية وتعزيزها: نموذج وقف خاصكي سلطان في العهد العثماني خلال أواخر القرن الثامن عشر,مركز الملك فيصل للبحوث والدراسات الإسلامية، الرياض,,,reference,reference,public_info,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,old_db_select_row,db-query-1767972509854.json,
126,8a6ccb7a70ef,الأوقاف في فلسطين: دراسة تاريخية وثائقية,,محمد عدنان البخيت وآخرون,2000,تاريخي,historical,historical,supporting_reference_candidate,reference,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,historical_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_historical_not_binding;verify_archive_or_publisher_reliability;source_missing_blocker,missing_source,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,new_references.json,"كتاب 'الأوقاف في فلسطين: دراسة تاريخية وثائقية' من تأليف مجموعة من الباحثين بإشراف الدكتور محمد عدنان البخيت. يُعد من أشمل الدراسات عن تاريخ الأوقاف في فلسطين.

يغطي الكتاب تاريخ الأوقاف في فلسطين منذ الفتح الإسلامي (636م) حتى نهاية الحكم العثماني (1918م)، مع التركيز على العصرين المملوكي (1260-1516م) والعثماني (1516-1918م). يعتمد الكتاب على وثائق أرشيفية من سجلات المحاكم الشرعية والأرشيف العثماني.

يتناول الكتاب عدة موضوعات رئيسية:
1. أنواع الأوقاف في فلسطين: الأوقاف الخيرية (على المساجد والمدارس والمستشفيات)، والأوقاف الذرية (على الذرية ثم على جهة خيرية).
2. الواقفون في فلسطين: السلاطين والأم"
127,e0cb522d0fb0,الحجج الوقفية في سجلات محكمة القدس الشرعية (القرن 11 هـ),https://dspace.alquds.edu/items/ab359e3f-ea7c-4992-a657-d96d28fc9907,,,تاريخي,historical,historical,supporting_reference_candidate,reference,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,historical_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_historical_not_binding;verify_archive_or_publisher_reliability,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"دراسة فقهية مقاصدية للحجج الوقفية التي تضمنت إنشاء الوقف في سجلات محكمة القدس الشرعية في القرن الحادي عشر الهجري (17 الميلادي).

أهم النتائج:
1. تنوع الأوقاف: أوقاف خيرية وذرية ومشتركة
2. الشروط: تنوع شروط الواقفين
3. الإدارة: أنظمة إدارة الأوقاف في العصر العثماني
4. التوثيق: أهمية التوثيق الشرعي للأوقاف

الباحث: رياض منير أمين خويص (2022)

الأهمية: توفر هذه الدراسة نظرة شاملة على أنواع الأوقاف وشروطها وإدارتها في القدس خلال القرن 17 الميلادي."
128,fe0de8c2a560,حجة وقف مصطفى آغا (1821م),https://www.palarchive.org/index.php/Detail/objects/291104/,,,تاريخي,historical,historical,supporting_reference_candidate,reference,P3_HISTORICAL_SUPPORTING_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,historical_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_historical_not_binding;verify_archive_or_publisher_reliability,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,research_data/knowledge_base.json,"نسخة طبق الأصل من حجة وقف، مخرجة عن سجلات المحكمة الشرعية في القدس، ومؤرخة في عام 1236 هجري الموافق 1821 ميلادي.

معلومات الحجة:
- الواقف: مصطفى آغا
- التاريخ: 1236 هـ / 1821 م
- المصدر: سجلات المحكمة الشرعية في القدس
- النوع: نسخة طبق الأصل

الأهمية:
- نموذج للحجج الوقفية العثمانية
- توثيق تاريخي للأوقاف في القدس
- مصدر قانوني للملكية الوقفية

تعتبر هذه الحجة من الوثائق التاريخية المهمة التي توثق الأوقاف في القدس خلال العصر العثماني."
129,a4403be8b7af,الفقه الحنبلي - تعريف الوقف,الفقه الحنبلي - كتاب الوقف,,,فقهي,jurisprudence,fiqh,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,الوقف في المذهب الحنبلي هو تحبيس الأصل وتسبيل المنفعة، فتحبس العين ويسبل نفعها في سبيل الخير.
130,f7fc00e14533,الفقه الحنفي - استبدال الوقف,الفقه الحنفي - كتاب الوقف,,,فقهي,jurisprudence,fiqh,supporting_reference_candidate,reference,P3_SUPPORTING_REFERENCE_REVIEW,stage_03_reference_documents_in_review_supporting_only,assistant.reference_documents first; assistant.knowledge_documents only after approval/derivation,domain_reviewer;knowledge_admin,verify_title_identity;verify_source_identity_or_mark_missing;deduplicate_against_supabase_seed8_and_old_register;assign_reference_document_domain_scope;record_reviewer_and_decision;keep_chat_eligible_false_until_final_approval;mark_supporting_not_primary;require_primary_source_link_before_chat_use,,yes,pending_human_approval,pending,in_review,not_created_until_reference_approved,false,n/a_until_approved,not_applied,legacy_source_file,scripts/additional_references.json,لا يجوز استبدال الوقف في المذهب الحنفي إلا إذا تعطلت منافعه بالكلية، وكان في الاستبدال مصلحة ظاهرة، وبإذن القاضي.
